dsr1,dr1r2,Pr2,msr1,msr2,mr1d,mr2d,mr1r2,zeta,minPr1,minDsr2
0.48303,0.87796,0.80665,3,3,2,1,3,0.39672,0.0362,0.776
0.31334,0.58957,0.1529,1,1,3,2,3,0.15261,0.0406,0.042
0.021307,0.86235,0.22045,1,2,1,1,2,0.42563,0.9998,0.232
0.98488,0.49162,0.92523,1,3,3,3,2,0.020905,0.001,0.385
0.79486,0.74899,0.52588,1,2,1,1,3,0.12461,0.0615,0.633
0.81563,0.58918,0.22167,1,1,2,3,2,0.33519,0.3398,0.001
0.76132,0.59925,0.71877,2,3,3,2,2,0.073629,0.0098,0.592
0.5078,0.39435,0.12566,1,2,3,2,1,0.073403,0.0131,0.372
0.90803,0.57355,0.57833,2,2,2,3,2,0.47297,0.0384,0.048
0.3453,0.79528,0.023242,3,3,2,1,2,0.054073,0.1044,0.9
0.68808,0.48883,0.40572,2,3,3,2,2,0.30054,0.0087,0.444
0.020383,0.72691,0.8353,1,3,3,2,3,0.20063,0.2881,0.239
0.72427,0.63968,0.87646,1,2,2,1,3,0.2706,0.0054,0.721
0.94667,0.83536,0.97985,1,2,1,3,2,0.37263,0.9998,0.018
0.73818,0.67663,0.45732,3,3,1,2,3,0.16952,0.9998,0.181
0.37755,0.34989,0.82283,3,2,2,2,2,0.2701,0.9998,0.026
0.9594,0.60022,0.74204,1,3,2,2,2,0.20751,0.001,0.644
0.33113,0.9417,0.98538,1,1,1,1,1,0.25448,0.9998,0.042
0.64134,0.67846,0.36845,3,2,3,1,3,0.41694,0.0021,0.819
0.98467,0.31827,0.69805,3,1,3,3,3,0.15075,0.001,0.001
0.48996,0.67345,0.35494,3,3,1,2,3,0.48817,0.9998,0.125
0.18969,0.51186,0.1606,1,3,3,1,2,0.21528,0.0186,0.814
0.54915,0.96093,0.16692,3,2,3,1,1,0.29782,0.0054,0.882
0.4225,0.30194,0.60463,3,2,2,3,1,0.46203,0.9998,0.006
0.03846,0.91285,0.057132,1,1,3,1,1,0.15802,0.0175,0.539
0.83648,0.53614,0.35185,1,1,2,2,1,0.21959,0.012,0.024
0.11537,0.61263,0.57039,2,1,1,3,3,0.032288,0.9998,0.001
0.68898,0.95206,0.3923,2,1,3,3,1,0.23352,0.144,0.001
0.88627,0.32982,0.95105,1,2,1,2,3,0.27988,0.9998,0.023
0.013817,0.76144,0.49591,3,2,2,1,1,0.039225,0.1429,0.667
0.68305,0.85633,0.83615,1,2,1,2,1,0.3254,0.9998,0.063
0.14968,0.86542,0.27772,1,1,3,1,1,0.15449,0.0175,0.339
0.61166,0.54473,0.92134,2,2,1,2,1,0.24892,0.9998,0.041
0.99856,0.77322,0.87913,2,3,3,2,2,0.068624,0.001,0.666
0.19208,0.91015,0.54357,3,1,2,2,3,0.45323,0.9998,0.003
0.21871,0.52005,0.94246,2,2,2,1,2,0.49054,0.067,0.254
0.47948,0.78194,0.55281,1,1,2,2,1,0.064268,0.925,0.007
0.0086656,0.70449,0.46476,2,1,1,2,3,0.39447,0.9998,0.003
0.95576,0.40001,0.56931,3,3,2,3,3,0.32836,0.0043,0.235
0.044365,0.45823,0.63543,2,2,2,1,2,0.45053,0.1033,0.213
0.56986,0.92569,0.037496,2,3,1,2,3,0.31395,0.9096,0.338
0.84426,0.86923,0.93657,2,1,1,1,1,0.0048906,0.1308,0.267
0.33679,0.74348,0.19759,2,2,1,2,3,0.36077,0.9998,0.095
0.42134,0.62816,0.7202,3,1,2,1,1,0.19478,0.0296,0.148
0.61252,0.87415,0.26677,2,3,2,3,2,0.26553,0.7853,0.132
0.37366,0.62961,0.25387,3,1,1,1,1,0.46373,0.9998,0.032
0.98018,0.43316,0.61817,2,1,3,1,1,0.16561,0.001,0.285
0.11538,0.7693,0.0041465,2,2,1,1,3,0.21303,0.1176,0.824
0.36082,0.57898,0.20546,1,1,2,1,3,0.32024,0.0186,0.219
0.29313,0.34994,0.9547,1,1,3,3,1,0.30325,0.3992,0.001
0.73236,0.61608,0.79217,1,2,2,1,2,0.40412,0.0043,0.684
0.83971,0.89757,0.77141,2,2,3,1,1,0.24798,0.001,0.847
0.9354,0.8079,0.98096,1,1,3,2,1,0.0042051,0.001,0.02
0.1624,0.74709,0.99234,2,3,1,1,1,0.35337,0.9998,0.239
0.63245,0.6741,0.75159,2,2,1,1,1,0.39625,0.2782,0.221
0.5232,0.45351,0.83256,2,1,2,1,1,0.016356,0.0208,0.239
0.12369,0.40006,0.81252,1,2,2,2,1,0.34948,0.9998,0.026
0.88265,0.33272,0.40385,1,2,1,3,2,0.22457,0.9998,0.013
0.51115,0.72921,0.24878,3,2,2,1,3,0.31834,0.0142,0.729
0.865,0.6057,0.45674,3,2,2,3,1,0.2016,0.0802,0.061
0.50715,0.32861,0.61103,1,1,3,2,3,0.17726,0.0857,0.003
0.41777,0.39643,0.24076,1,1,2,1,1,0.498,0.0175,0.109
0.19684,0.7064,0.43165,3,3,3,1,2,0.367,0.023,0.781
0.23065,0.97644,0.44223,2,2,1,2,2,0.48445,0.9998,0.081
0.62642,0.48068,0.5234,2,3,1,1,3,0.17611,0.1935,0.416
0.56606,0.95868,0.17211,2,2,3,1,1,0.35308,0.0043,0.88
0.79986,0.65523,0.10732,2,1,2,1,1,0.16811,0.001,0.522
0.76804,0.56509,0.52317,1,2,1,3,3,0.12204,0.9998,0.027
0.61643,0.62719,0.36596,3,3,2,3,1,0.45917,0.9998,0.057
0.88292,0.95321,0.43489,3,1,3,2,1,0.056209,0.001,0.043
0.17086,0.7657,0.11573,3,1,2,3,3,0.31917,0.9998,0.002
0.17232,0.66766,0.77179,2,1,3,3,3,0.12189,0.9998,0.001
0.1918,0.62273,0.39999,2,2,3,2,1,0.32758,0.0956,0.136
0.33136,0.81971,0.23561,2,3,3,3,2,0.1965,0.2243,0.211
0.65606,0.96995,0.42438,3,1,3,1,2,0.49349,0.0021,0.328
0.70496,0.51208,0.5173,2,3,3,1,2,0.051498,0.0065,0.9
0.12149,0.65224,0.070264,2,1,2,3,1,0.4352,0.9998,0.003
0.56364,0.38771,0.38356,3,2,1,3,3,0.48211,0.9998,0.011
0.25141,0.85745,0.97167,1,3,3,1,1,0.10858,0.0384,0.892
0.80599,0.42868,0.88075,2,3,3,3,3,0.36205,0.0186,0.137
0.027089,0.32261,0.8102,3,3,2,2,3,0.19889,0.9998,0.069
0.094718,0.92603,0.24603,3,2,1,3,1,0.043985,0.9998,0.096
0.32023,0.72867,0.024012,3,3,3,3,2,0.12964,0.0637,0.507
0.1866,0.44324,0.30118,3,2,1,1,3,0.028452,0.9998,0.308
0.15045,0.79135,0.99629,3,2,3,2,3,0.24732,0.2089,0.116
0.96368,0.91951,0.64607,3,1,2,2,1,0.054061,0.001,0.03
0.90826,0.38019,0.56053,2,2,2,2,2,0.026393,0.0043,0.372
0.53216,0.50547,0.93627,2,2,1,3,1,0.0031753,0.9998,0.062
0.96891,0.56274,0.97883,2,3,2,3,1,0.43828,0.0043,0.22
0.86675,0.96349,0.56084,2,2,1,3,2,0.20115,0.9998,0.038
0.71733,0.71544,0.91915,3,1,1,1,1,0.23423,0.5686,0.04
0.34739,0.73549,0.98403,1,1,1,2,1,0.11526,0.9998,0.002
0.37951,0.40546,0.23219,1,3,1,3,3,0.10931,0.9998,0.085
0.79042,0.33396,0.79405,3,1,2,2,3,0.13637,0.1726,0.002
0.70128,0.79509,0.60885,3,3,1,1,1,0.33311,0.1385,0.522
0.33884,0.8376,0.40198,2,2,3,3,1,0.37532,0.3772,0.041
0.49041,0.62831,0.06079,2,1,1,3,2,0.18298,0.9998,0.005
0.35976,0.78229,0.56842,1,1,1,1,2,0.038853,0.9998,0.103
0.48672,0.93723,0.55785,3,3,3,2,1,0.12097,0.0538,0.516
0.13927,0.65085,0.13139,1,1,2,2,1,0.17766,0.738,0.014
0.25596,0.71895,0.31642,3,2,2,2,3,0.45909,0.562,0.085
0.27033,0.61934,0.21163,1,2,1,3,1,0.25337,0.9998,0.035
0.88762,0.75568,0.14821,3,1,1,3,3,0.10578,0.9998,0.002
0.25856,0.92118,0.84082,3,2,2,3,3,0.084122,0.9998,0.042
0.49243,0.6903,0.35412,1,3,2,2,1,0.079157,0.2331,0.351
0.13369,0.7222,0.66479,1,1,1,1,2,0.15057,0.9998,0.045
0.26482,0.76253,0.22585,1,1,1,3,1,0.30938,0.9998,0.001
0.089156,0.7744,0.65962,3,2,1,2,1,0.075274,0.9998,0.11
0.4606,0.48206,0.60214,2,2,3,2,1,0.3278,0.0384,0.124
0.18872,0.71911,0.95136,2,1,1,3,3,0.41582,0.9998,0.001
0.097448,0.84477,0.55572,1,1,3,3,1,0.19379,0.9998,0.001
0.40203,0.39956,0.4357,1,1,2,2,3,0.11796,0.9998,0.002
0.93921,0.52847,0.65021,3,1,1,1,3,0.44786,0.0021,0.219
0.45172,0.95799,0.62356,1,1,3,2,2,0.42183,0.0835,0.009
0.91293,0.69909,0.98604,3,2,1,2,2,0.32217,0.9998,0.05
0.55273,0.89472,0.24858,1,3,2,2,3,0.19039,0.1462,0.44
0.73494,0.38677,0.78241,3,1,3,3,3,0.13577,0.0593,0.001
0.25042,0.54202,0.37434,1,1,1,2,3,0.2038,0.9998,0.003
0.96398,0.31143,0.97001,2,1,1,1,1,0.15488,0.001,0.206
0.67044,0.93217,0.61004,1,3,3,3,1,0.22175,0.0714,0.223
0.71558,0.34079,0.46225,1,3,1,2,3,0.25504,0.9998,0.076
0.78238,0.86895,0.871,2,1,3,3,1,0.055232,0.0879,0.001
0.59949,0.55673,0.74467,2,1,1,2,2,0.19843,0.9998,0.002
0.66771,0.49529,0.34062,2,3,3,2,1,0.041145,0.0142,0.607
0.42135,0.995,0.49688,1,2,2,1,3,0.35169,0.0307,0.683
0.29986,0.74647,0.38103,1,1,3,1,1,0.4089,0.0098,0.244
0.56007,0.88071,0.86259,1,2,1,2,2,0.14476,0.9998,0.095
0.1991,0.41654,0.64732,2,1,1,3,2,0.21622,0.9998,0.001
0.90445,0.39307,0.20539,1,3,1,3,3,0.28821,0.9998,0.059
0.37989,0.58854,0.092861,3,3,2,3,3,0.43006,0.661,0.114
0.39206,0.94148,0.15489,2,2,1,2,1,0.26027,0.9998,0.141
0.50531,0.33644,0.92395,1,3,2,1,1,0.040467,0.0263,0.713
0.80719,0.93604,0.71246,2,1,1,2,1,0.4952,0.9998,0.002
0.63166,0.42243,0.82371,3,3,3,3,2,0.23731,0.1176,0.086
0.9731,0.53517,0.052759,3,1,2,2,2,0.24096,0.001,0.192
0.091875,0.79684,0.12806,1,3,2,3,3,0.15405,0.9998,0.177
0.7389,0.98315,0.54866,2,2,2,3,3,0.35466,0.9481,0.032
0.85536,0.37107,0.22633,2,2,2,1,1,0.37886,0.001,0.762
0.70827,0.42018,0.4563,3,3,2,1,3,0.22455,0.0065,0.83
0.022244,0.83683,0.18168,3,1,1,3,2,0.26756,0.9998,0.001
0.68753,0.78919,0.8231,2,2,3,3,3,0.38137,0.0802,0.048
0.18512,0.50072,0.89276,3,3,2,3,1,0.18336,0.9998,0.048
0.69175,0.83412,0.8403,1,1,2,1,2,0.14176,0.0076,0.258
0.33859,0.40874,0.19286,2,1,3,3,2,0.085996,0.5422,0.001
0.30279,0.74483,0.10879,1,1,2,2,1,0.18312,0.2188,0.035
0.95735,0.4032,0.65601,1,1,3,2,2,0.12743,0.001,0.025
0.58648,0.39322,0.53424,2,2,2,1,1,0.30537,0.0076,0.492
0.53811,0.75121,0.42174,3,2,1,1,3,0.20397,0.2892,0.374
0.62569,0.80514,0.25082,2,2,2,3,3,0.21104,0.7215,0.055
0.34833,0.39692,0.34906,1,2,2,2,2,0.45254,0.5147,0.043
0.18344,0.49612,0.32958,1,3,3,1,1,0.16053,0.0208,0.763
0.62571,0.78692,0.22418,3,3,2,2,2,0.22636,0.078,0.442
0.45135,0.59603,0.10883,3,3,2,2,2,0.066531,0.1385,0.487
0.0076177,0.3438,0.73207,1,1,3,2,3,0.44482,0.7545,0.001
0.70409,0.77195,0.5465,3,3,3,1,1,0.15972,0.0065,0.9
0.12147,0.93621,0.44539,2,1,1,3,2,0.33541,0.9998,0.001
0.43459,0.71899,0.87016,1,2,2,2,2,0.076928,0.6368,0.113
0.18673,0.8878,0.75644,1,2,3,1,3,0.088235,0.0329,0.769
0.48153,0.7455,0.13211,2,3,3,1,2,0.35914,0.0098,0.9
0.70839,0.5002,0.27418,1,1,1,1,3,0.33347,0.1033,0.079
0.88416,0.61495,0.21489,3,1,1,1,2,0.39807,0.0032,0.34
0.82993,0.52588,0.011391,2,3,3,1,2,0.31314,0.001,0.9
0.37652,0.30237,0.78801,1,2,1,1,2,0.30097,0.9998,0.065
0.66331,0.75847,0.84946,1,2,3,2,3,0.25213,0.0131,0.264
0.51507,0.78906,0.56008,1,2,3,1,2,0.30543,0.0065,0.774
0.025339,0.74318,0.84393,3,3,1,1,3,0.25288,0.9998,0.31
0.061436,0.8292,0.91763,3,2,2,1,3,0.022159,0.199,0.702
0.93243,0.30353,0.48046,3,1,3,3,3,0.41321,0.0021,0.001
0.75682,0.55256,0.35808,2,3,1,1,2,0.42868,0.0461,0.537
0.10268,0.41469,0.37073,1,3,2,3,1,0.19979,0.9998,0.052
0.9302,0.56448,0.57401,3,2,1,1,2,0.32014,0.0043,0.711
0.58944,0.92117,0.32058,3,3,1,1,1,0.42469,0.1913,0.529
0.42175,0.68825,0.12783,2,1,3,2,1,0.21543,0.0197,0.066
0.6849,0.38176,0.98491,2,3,2,1,3,0.21579,0.0076,0.734
0.99998,0.48851,0.11763,2,2,1,2,2,0.02185,0.001,0.569
0.75375,0.97514,0.19014,3,3,3,1,3,0.40329,0.0043,0.9
0.69382,0.61428,0.024465,2,2,3,3,1,0.19711,0.0054,0.427
0.24402,0.44053,0.063365,1,3,3,2,2,0.41939,0.0285,0.38
0.5147,0.75613,0.44355,3,1,1,2,2,0.25714,0.9998,0.004
0.89848,0.75544,0.52713,3,3,2,2,2,0.48028,0.0054,0.54
0.60362,0.56042,0.37015,3,2,3,1,2,0.47658,0.0021,0.759
0.14216,0.58875,0.13144,1,1,1,3,2,0.25762,0.9998,0.001
0.85013,0.33544,0.29882,2,3,1,3,3,0.22296,0.9998,0.048
0.82802,0.43253,0.2953,3,2,2,3,2,0.1295,0.0846,0.066
0.4537,0.68378,0.24143,1,3,1,3,3,0.44027,0.9998,0.083
0.93302,0.44475,0.2569,3,2,1,3,2,0.35865,0.9998,0.019
0.57324,0.31565,0.1362,1,1,2,1,3,0.22359,0.0043,0.261
0.11575,0.31028,0.89822,1,2,3,1,2,0.45062,0.0252,0.218
0.021509,0.53288,0.53445,2,3,3,2,3,0.033817,0.2485,0.358
0.49489,0.33677,0.62438,3,2,3,1,3,0.45976,0.0043,0.453
0.1803,0.53458,0.20654,3,3,1,2,3,0.25237,0.9998,0.148
0.73963,0.41499,0.71509,2,1,3,1,2,0.046739,0.001,0.3
0.041377,0.31651,0.9097,1,2,2,1,2,0.24501,0.1352,0.157
0.51509,0.45585,0.19924,1,1,2,2,1,0.33769,0.3024,0.006
0.82785,0.82748,0.11935,2,2,3,2,2,0.02839,0.0021,0.569
0.045221,0.37515,0.017411,1,2,2,3,1,0.037292,0.2452,0.23
0.74326,0.99024,0.99229,3,3,1,2,3,0.1737,0.9998,0.22
0.62302,0.68057,0.48752,2,1,1,1,1,0.13304,0.4047,0.078
0.8818,0.30347,0.19763,3,3,2,3,3,0.16068,0.0164,0.22
0.15287,0.87708,0.30569,2,3,2,3,2,0.031291,0.9998,0.235
0.0037146,0.55771,0.87357,2,1,2,1,3,0.0692,0.1913,0.086
0.62205,0.8463,0.5237,1,2,1,1,2,0.31261,0.1979,0.384
0.45031,0.86676,0.90315,2,3,1,1,1,0.086257,0.9998,0.469
0.28656,0.60185,0.74577,1,3,1,1,2,0.33737,0.9998,0.218
0.00333,0.50995,0.96745,1,3,1,3,1,0.27551,0.9998,0.041
0.10279,0.67789,0.44009,3,1,3,1,1,0.26741,0.0219,0.193
0.2052,0.63578,0.72104,3,2,2,1,2,0.070111,0.0769,0.587
0.039229,0.40665,0.60237,2,3,1,2,2,0.26409,0.9998,0.082
0.3822,0.97985,0.10668,2,2,3,1,1,0.45093,0.0087,0.852
0.12045,0.39451,0.93069,1,2,3,2,3,0.26532,0.2573,0.05
0.10533,0.91455,0.68477,1,1,1,1,2,0.014921,0.9998,0.166
0.81942,0.34925,0.6453,2,3,2,1,3,0.22289,0.0021,0.88
0.50102,0.42999,0.42883,2,3,3,3,1,0.47284,0.1561,0.069
0.68007,0.78118,0.88839,1,3,1,3,1,0.27794,0.9998,0.066
0.14428,0.47941,0.99971,3,1,2,3,2,0.23888,0.9998,0.001
0.40168,0.76936,0.84444,2,2,3,1,2,0.029619,0.0197,0.827
0.92682,0.41228,0.33216,1,1,2,2,2,0.20384,0.001,0.042
0.55724,0.53781,0.79946,2,1,2,2,1,0.28586,0.9998,0.001
0.50796,0.45961,0.59729,3,2,2,1,2,0.061792,0.0197,0.669
0.78192,0.85725,0.17448,1,3,2,2,3,0.49902,0.0186,0.547
0.8507,0.98819,0.37978,3,1,1,1,1,0.030382,0.0384,0.358
0.14441,0.58819,0.87861,1,2,3,2,2,0.26924,0.2056,0.084
0.71503,0.4283,0.19795,1,2,3,2,2,0.077585,0.0043,0.434
0.60204,0.68515,0.98188,1,2,1,1,3,0.078095,0.43,0.364
0.59189,0.35646,0.53463,1,1,1,3,1,0.42135,0.9998,0.001
0.97769,0.72699,0.21105,2,2,1,3,1,0.1607,0.3761,0.071
0.12129,0.46414,0.19859,2,3,3,2,3,0.15105,0.089,0.333
0.64049,0.3602,0.17106,3,2,2,2,1,0.184,0.0307,0.19
0.37128,0.31608,0.77862,2,1,2,2,1,0.44358,0.9998,0.001
0.6016,0.36248,0.44061,2,3,1,2,2,0.10556,0.9998,0.111
0.38519,0.4146,0.42672,3,3,3,3,3,0.45555,0.3013,0.06
0.0099665,0.49827,0.61201,3,2,2,2,3,0.42464,0.9998,0.037
0.18468,0.96638,0.66294,2,2,2,3,1,0.15196,0.9998,0.037
0.05401,0.66114,0.92292,2,2,2,1,2,0.20297,0.1165,0.383
0.26916,0.93988,0.88191,1,3,2,1,2,0.48678,0.0703,0.645
0.63967,0.80384,0.12951,3,1,1,3,3,0.36111,0.9998,0.002
0.66868,0.46027,0.71481,2,2,2,3,2,0.31376,0.9998,0.012
0.00024664,0.82238,0.23718,2,3,3,2,3,0.32776,0.1506,0.351
0.6295,0.30437,0.73485,3,2,2,2,2,0.0045962,0.1539,0.207
0.81086,0.92618,0.48704,2,1,1,1,1,0.025098,0.067,0.313
0.69174,0.37472,0.76366,3,3,1,3,2,0.24655,0.9998,0.036
0.50333,0.83764,0.21191,2,1,1,3,2,0.094388,0.9998,0.002
0.86855,0.96549,0.28937,2,1,3,2,3,0.19569,0.001,0.059
0.90285,0.5486,0.60998,1,3,3,3,3,0.1206,0.0032,0.37
0.58347,0.88923,0.96428,1,1,3,2,3,0.34294,0.0494,0.008
0.20265,0.56411,0.35981,2,3,3,3,2,0.38708,0.5334,0.075
0.79894,0.98696,0.70036,1,3,3,1,3,0.042283,0.0065,0.9
0.54517,0.91244,0.85723,3,1,1,1,2,0.14329,0.9998,0.057
0.64301,0.86459,0.091146,1,1,2,1,1,0.12687,0.0054,0.532
0.40178,0.64886,0.038952,2,3,2,2,1,0.37175,0.0571,0.457
0.76136,0.50696,0.27999,1,1,3,2,2,0.32407,0.0032,0.038
0.2392,0.35175,0.11768,2,3,2,2,1,0.23262,0.2012,0.174
0.70533,0.65077,0.74771,1,1,3,3,1,0.27816,0.0912,0.001
0.91816,0.30818,0.98437,2,1,2,3,3,0.34218,0.0351,0.001
0.17308,0.5234,0.030504,3,1,2,2,1,0.34431,0.078,0.077
0.45209,0.31709,0.94087,3,1,3,2,1,0.29408,0.2111,0.001
0.14557,0.8176,0.30074,2,3,2,1,2,0.21833,0.089,0.756
0.39888,0.88069,0.016581,1,3,3,1,1,0.25536,0.0175,0.9
0.095143,0.78981,0.83525,2,1,2,2,1,0.3762,0.9998,0.002
0.10616,0.67125,0.25964,2,2,3,1,1,0.41619,0.0186,0.592
0.69052,0.77244,0.39447,3,2,2,1,3,0.23486,0.0076,0.807
0.6937,0.69143,0.67633,3,2,2,1,3,0.071568,0.0109,0.814
0.43951,0.3349,0.61493,2,3,1,3,1,0.12078,0.9998,0.042
0.48634,0.51689,0.46687,2,3,3,2,3,0.017414,0.0593,0.569
0.075139,0.77283,0.017121,3,2,3,3,1,0.33125,0.056,0.319
0.33711,0.97622,0.0045345,2,3,1,1,2,0.40146,0.1231,0.889
0.78433,0.92261,0.7024,3,1,3,2,3,0.15289,0.0065,0.024
0.091044,0.90204,0.84681,1,3,3,1,1,0.37369,0.0373,0.747
0.62729,0.75739,0.25811,3,3,3,3,2,0.4504,0.0439,0.231
0.65937,0.53095,0.87976,1,3,2,2,3,0.28085,0.1363,0.197
0.45541,0.81858,0.19062,1,3,1,2,2,0.12743,0.9998,0.279
0.64242,0.63261,0.51319,3,3,2,3,3,0.062239,0.9998,0.123
0.71841,0.51891,0.24311,3,1,3,1,2,0.17531,0.001,0.404
0.66934,0.85481,0.38219,1,1,2,2,3,0.217,0.1242,0.015
0.097452,0.66064,0.47283,1,2,3,3,2,0.47297,0.9998,0.019
0.14659,0.69019,0.67355,2,3,2,3,3,0.40463,0.9998,0.061
0.6698,0.77887,0.93852,1,3,3,2,2,0.22157,0.0186,0.48
0.78018,0.43532,0.86752,3,3,3,3,3,0.44599,0.0263,0.115
0.34201,0.89117,0.16524,2,3,1,2,2,0.066003,0.9998,0.375
0.22138,0.36747,0.33394,2,3,2,2,2,0.073999,0.6082,0.162
0.36206,0.97181,0.3117,3,1,1,3,2,0.031007,0.9998,0.002
0.1447,0.48202,0.57196,3,3,1,3,1,0.19396,0.9998,0.053
0.046918,0.56025,0.01824,2,2,1,2,2,0.17666,0.9998,0.207
0.053953,0.33038,0.91132,3,1,2,2,2,0.36345,0.9998,0.001
0.5051,0.54262,0.54781,2,1,2,3,2,0.23561,0.9998,0.001
0.16471,0.55781,0.25527,1,3,1,1,3,0.373,0.9998,0.227
0.70229,0.78953,0.29603,3,2,2,2,1,0.17157,0.0373,0.306
0.37738,0.94813,0.61655,1,3,1,2,1,0.35844,0.9998,0.16
0.55523,0.98847,0.82797,2,2,3,3,1,0.43697,0.2441,0.036
0.36135,0.32226,0.20782,3,2,2,3,3,0.34645,0.9998,0.015
0.83512,0.33031,0.42285,1,3,1,2,1,0.11797,0.9998,0.09
0.82043,0.3218,0.83794,1,2,1,3,2,0.11471,0.9998,0.011
0.84816,0.52421,0.32764,2,1,1,3,2,0.091156,0.9998,0.001
0.41529,0.3305,0.50678,2,1,3,1,2,0.07479,0.0065,0.209
0.44777,0.33411,0.47542,1,3,3,3,2,0.015683,0.2386,0.164
0.12191,0.31429,0.1211,2,2,3,1,2,0.064776,0.0153,0.665
0.012387,0.67968,0.13253,1,1,3,2,2,0.30617,0.1198,0.026
0.23231,0.64771,0.94339,3,2,2,1,3,0.26223,0.0637,0.419
0.42293,0.41324,0.87255,1,3,1,3,1,0.03264,0.9998,0.075
0.22653,0.44978,0.66375,2,1,1,3,1,0.3008,0.9998,0.001
0.13236,0.35775,0.90995,2,3,3,1,1,0.42051,0.023,0.38
0.54434,0.41529,0.68572,2,2,2,3,1,0.3797,0.9998,0.009
0.96778,0.82596,0.49974,2,2,2,1,2,0.16521,0.001,0.874
0.98,0.35366,0.54035,2,1,3,1,2,0.0013889,0.001,0.347
0.0019533,0.87246,0.53461,1,2,1,2,2,0.16951,0.9998,0.105
0.075017,0.7254,0.99703,1,1,1,2,3,0.071063,0.9998,0.003
0.27816,0.47699,0.49886,3,3,2,1,2,0.013001,0.1209,0.866
0.79562,0.83407,0.20819,1,3,3,1,1,0.053312,0.0054,0.9
0.49347,0.52545,0.47431,2,1,3,2,1,0.29464,0.0538,0.008
0.62036,0.5394,0.36589,1,2,3,3,3,0.23606,0.0604,0.068
0.45647,0.64581,0.079397,2,3,2,1,3,0.095156,0.0428,0.9
0.77278,0.32608,0.56553,3,2,3,3,1,0.14873,0.0208,0.051
0.89295,0.83401,0.25072,2,3,2,3,3,0.47332,0.0241,0.295
0.64041,0.97385,0.52049,2,3,1,2,1,0.006832,0.9998,0.535
0.42862,0.56234,0.41236,1,2,2,3,1,0.25788,0.9998,0.021
0.391,0.43652,0.63095,2,1,1,2,3,0.41959,0.9998,0.001
0.77355,0.40447,0.49703,1,2,2,2,3,0.24536,0.023,0.158
0.019438,0.37958,0.10153,3,2,2,3,2,0.30844,0.9998,0.029
0.7261,0.89522,0.71722,3,2,2,3,3,0.063068,0.9998,0.049
0.26146,0.38947,0.71152,3,2,2,3,1,0.30682,0.9998,0.009
0.19548,0.79077,0.80326,2,3,2,3,3,0.21055,0.9998,0.086
0.69541,0.8722,0.12544,3,2,2,2,3,0.43138,0.0208,0.38
0.80426,0.85274,0.40408,3,2,3,2,3,0.45182,0.0021,0.394
0.85271,0.35984,0.49453,1,1,1,1,3,0.38447,0.0285,0.064
0.79238,0.98786,0.47675,3,2,2,3,2,0.15832,0.3046,0.072
0.70075,0.53421,0.87361,2,3,2,1,3,0.11297,0.0131,0.887
0.39495,0.3371,0.49725,1,3,1,1,1,0.17368,0.9998,0.149
0.10429,0.79279,0.61459,3,1,1,2,3,0.049451,0.9998,0.007
0.086087,0.90215,0.075146,3,3,2,3,3,0.45511,0.9998,0.158
0.40758,0.43595,0.56975,3,1,3,1,3,0.41558,0.0076,0.13
0.3457,0.85533,0.19777,3,1,1,3,3,0.32228,0.9998,0.001
0.63339,0.61171,0.93192,2,2,2,3,1,0.28803,0.9998,0.014
0.79551,0.31212,0.94434,1,2,3,1,1,0.30127,0.001,0.631
0.57361,0.76395,0.62351,2,2,1,2,3,0.13408,0.9998,0.096
0.34579,0.48297,0.37969,3,2,2,2,1,0.45981,0.5598,0.047
0.84449,0.94572,0.18568,2,2,1,3,3,0.42559,0.9998,0.051
0.083664,0.55926,0.48203,3,1,2,2,2,0.35001,0.9998,0.002
0.27609,0.37705,0.89762,1,2,1,1,1,0.011184,0.9998,0.278
0.63387,0.36107,0.25311,2,2,2,3,2,0.42671,0.9998,0.014
0.04303,0.70492,0.25137,1,2,3,3,3,0.2209,0.7028,0.047
0.57404,0.36111,0.039469,1,1,3,1,2,0.21494,0.001,0.568
0.31673,0.94069,0.91918,2,3,3,1,2,0.19398,0.0307,0.9
0.36476,0.86963,0.20811,1,3,2,1,3,0.0013147,0.9294,0.9
0.97558,0.42782,0.24184,2,3,1,3,2,0.24982,0.7424,0.069
0.85207,0.72155,0.61775,1,2,2,3,1,0.063891,0.1638,0.074
0.28437,0.73622,0.31959,1,2,3,1,2,0.11074,0.0175,0.807
0.96294,0.48149,0.9276,1,2,1,2,2,0.095923,0.2705,0.09
0.67883,0.46944,0.6227,2,3,1,3,1,0.47482,0.9998,0.034
0.16474,0.98769,0.47792,3,2,3,1,2,0.2601,0.0263,0.737
0.5541,0.33271,0.55217,2,1,2,1,2,0.095727,0.0109,0.157
0.62698,0.93528,0.090135,1,1,2,3,3,0.39716,0.4135,0.005
0.54673,0.80387,0.09129,2,1,1,2,3,0.48152,0.9998,0.013
0.63759,0.75767,0.30706,1,3,3,2,3,0.4586,0.0131,0.513
0.75593,0.86994,0.30644,1,1,3,3,3,0.17569,0.0373,0.003
0.81723,0.42008,0.50913,1,2,1,3,1,0.37236,0.9998,0.011
0.92595,0.46127,0.11441,1,3,1,1,3,0.34314,0.0054,0.885
0.33293,0.31752,0.14339,1,2,1,3,3,0.30217,0.9998,0.02
0.22438,0.93899,0.032464,2,2,3,3,2,0.071991,0.0824,0.38
